Verb,NZZ_ID,Token_ID,Sentence,pattern,Stimulus_Type,Stimulus_PP,Comment,sem_class_subj,sem_class_PP_int,interpr_sem_class_PP_int,det_PP_int,Comment_PP
beeindrucken,NZZ_1993_02_11_a152_seg7_s4,5,"Von den grossen Warengruppen beeindrucken vor allem die Konsumgüter mit nominalen und realen Wachstumsraten von je über 10% , und zwar relativ gleichmässig auf dauerhafte und nicht dauerhafte Güter verteilt .",X-STM_V,inanim,mit,,abstract_obj,abstract_obj,property,,
beeindrucken,NZZ_1993_02_23_a73_seg3_s6,8,"Die Konzeption ist gut gewählt ; sie beeindruckt durch ihre Konsequenz , wozu auch die Übersetzung nach der englischen ( aktualisierten ) Ausgabe ( 1990 ) des niederländischen Originals ( 1984 ) einiges beigetragen haben mag .",X-STM_V,inanim,durch,,abstract_obj,property,,,(part of) piece of art
beeindrucken,NZZ_1993_04_08_a130_seg2_s7,23,"Das Werk , dem Arbeitskreise und andere Institutionen der drei Seenachbarn zu Gevatter standen , vermag in Anlage und Inhalt durchaus zu beeindrucken .",X-STM_V,inanim,in,,abstract_obj,abstract_obj/abstract_obj,property/property,no_det,(part of) piece of art
beeindrucken,NZZ_1993_05_08_a35_seg3_s10,4,Lassi Nummis Texte beeindrucken durch ihren behutsamen Umgang mit den Wörtern .,X-STM_V,inanim,durch,,abstract_obj,event(action),property,det_coref_subj,(part of) piece of art
beeindrucken,NZZ_1993_05_28_a44_seg6_s1,86,"Auf den Spuren der Mafia lassen sich auch neue Verlagshäuser entdecken : so ist zum Beispiel die wichtigste Neuerscheinung im Gebiet der Geschichtsschreibung , Salvatore Lupos « Storia della mafia dalle origini ai giorni nostri » , nicht bei Laterza , Einaudi oder Il Mulino erschienen , sondern bei Donzelli , einem Verlag , der im letzten September in Rom gegründet wurde und nun an seinem ersten Stand am Salone ein Programm präsentierte , das durch klares Profil , interessante Titel und schön gestaltete Bücher beeindruckt .",X-STM_V,inanim,durch,,abstract_obj,abstract_obj/abstract_obj/concrete_obj,property/property/property,no_det//,
beeindrucken,NZZ_1993_05_28_a46_seg2_s11,31,"Als Eigenkomposition spielte Moore schliesslich eine Fantasie-Arie über die Choralmelodie « St. Elizabeth » , ein Werk , das durch seinen klaren formalen Aufbau und seine klangsinnliche , ausdrucksstarke Harmonik beeindruckte .",X-STM_V,inanim,durch,,abstract_obj,property/property,,det_coref_subj/det_coref_subj,(part of) piece of art
beeindrucken,NZZ_1993_07_12_a41_seg3_s11,4,"An Kaunzingers Spiel beeindruckten die pianistische Attitüde und die teilweise horrenden Tempi , so dass sogar jeweils die Einschwingvorgänge der Pfeifen auf der Strecke blieben .",X-STM_V,inanim,an,STM_coordination,abstract_obj/property,event(action),,,(part of) piece of art
beeindrucken,NZZ_1993_08_02_a63_seg5_s7,21,"Der Platzklub trug nun - meist vom überragenden Bregy eingeleitet - Angriffe vor , die in ihrer Anlage und Präzision beeindruckten .",X-STM_V,inanim,in,,event(action),property/property,,det_coref_subj,
beeindrucken,NZZ_1993_08_05_a127_seg13_s7,33,"Ein Ausflug nach Fujairah an die Küste des Indischen Ozeans führt - eine willkommene Abwechslung gegenüber der eintönigen Küstenebene - durch das Hajar-Gebirge , das mit seinen bizarren Gesteinsformationen und malerischen Wadis beeindruckt .",X-STM_V,inanim,mit,,locative,concrete_obj/concrete_obj,property/property,det_coref_subj,
beeindrucken,NZZ_1993_08_24_a38_seg2_s14,4,"Durch ihre Redlichkeit beeindrucken Erinnerungen des Jugendfreundes Manfred Bierwisch , heute ein bekannter Linguist , der die zu Lebzeiten Johnsons ungelöst gebliebenen Konflikte aufarbeitet .",X-STM_V,inanim,durch,,abstract_obj,property,,det_coref_subj,
beeindrucken,NZZ_1993_12_27_a118_seg12_s2,13,"Die Fabrik in Tychy ist sicher nicht die allermodernste , aber sie beeindruckt durch einen hohen Automationsgrad von 70% und die fast vollständig westliche Technologie .",X-STM_V,inanim,durch,,concrete_obj,property/abstract_obj,property/property,,
befremden,NZZ_1997_01_24_a193_seg9_s1,17,"* In der gegenwärtigen Debatte über nachrichtenlose Vermögen und Nazigold aus der Zeit des Zweiten Weltkriegs befremdet mich , dass immer wieder nur davon die Rede ist , die Schweiz müsse einen Fonds zur Entschädigung der Opfer der nationalsozialistischen Schreckensherrschaft , besonders zugunsten der jüdischen Opfer derselben , bereitstellen .",X-STM_V_Y-EXP,propositional,in,,abstract_obj,"event(action),abstract_obj",,,
befremden,NZZ_1998_09_26_a235_seg14_s7,2,"Es befremdet gerade dadurch , dass es das einzige bleibt - zumindest in diesem Satz .",X-STM_V,ambiguous,durch,pronominal_adverb,ambiguous,abstract_obj,property,,
befremden,NZZ_1999_02_13_a247_seg9_s7,26,"Da und dort scheint eben der « alte Laqueur » nochmals durchzubrechen , der schon in seinem ersten Werk zum Thema mit einigen apodiktischen Sprüchen befremdete .",X-STM_V,anim,in,,human,"abstract_obj,event(action)",,,utterance
befremden,NZZ_1994_12_27_a106_seg4_s31,13,"In seinem letzten Spielfilm , « Urga » , hatte das Kalkül befremdet , hier ist es sich künstlerisch derart sicher , dass es manchmal beinah , aber nur beinah , lustvoll demonstrativ durchschimmert .",X-STM_V,inanim,in,,abstract_obj,abstract_obj,,,(part of) piece of art
befremden,NZZ_1995_02_07_a99_seg3_s5,12,"In Dantos kunstphilosophischen Büchern begegnet man hauptsächlich Kunstwerken , die dadurch befremden , dass es sie nicht gibt : der Autor erfindet sie erst zum Zwecke analytischer Argumentation .",X-STM_V,inanim,durch,pronominal_adverb,abstract_obj,property,,,(part of) piece of art
befremden,NZZ_1996_06_24_a73_seg3_s5,44,"Der Gleichtanz zu Marschmusik und Fetzen aus Reden Hitlers in der Episode « Mein Kampf » mag heute , am Ende des Jahrhunderts , als Station in einer Messe für die Gegenwart , die Jean Vilar gewidmet ist , provozieren , aber auch befremden , ist doch die Sequenz ziemlich dick aufgetragen .",X-STM_V,inanim,als,,event(action),"abstract_obj,locative",abstract_obj,no_det,
befremden,NZZ_1996_09_26_a223_seg2_s32,17,"Während die Porträts der Komponisten und das Glossar in einfacher und präziser Sprache abgefasst sind , befremdet bei den Biographien der Interpreten die Anhäufung von Superlativen .",X-STM_V,inanim,bei,,"property,event(action)",abstract_obj,,,(part of) piece of art
befremden,NZZ_1997_01_31_a206_seg4_s5,16,"Was mich und wahrscheinlich noch viele andere an der international wohlorchestrierten Kampagne Richtung Schweiz hauptsächlich befremdet , ist das einseitige Aufrechnen der Negativposten .",X-STM_V_Y-EXP,inanim,an,,event(action),event(action),,,
befremden,NZZ_1997_01_17_a42_seg9_s8,49,"So beginnt etwa ein Autor seine Darlegung eines sozialgeschichtlichen Begriffs bei den alten Ägyptern - und hört damit im Jahre 1914 auf ; ein anderer hat bei einer rechtshistorischen Erscheinung nur die Deutschschweiz berücksichtigt ; ein dritter Artikel ist viel zu lang geraten , und bei einem vierten befremdet der Stil ... Schliesslich gelangt das Dossier des Artikels ins Standmäppchen und auf die Regale in den « Warteräumen » .",X-STM_V,inanim,bei,,property,abstract_obj,,,(part of) piece of art
befremden,NZZ_1998_06_15_a108_seg3_s5,23,"Jedenfalls hatte im vergangenen Jahr gerade der Konzertzyklus mit einer Gegenüberstellung sämtlicher Streichquartette von Schubert und Schostakowitsch das Publikum im Berner Oberland befremdet , während dasselbe Programm in einer Stadt erfolgreich sein könnte .",X-STM_V_Y-EXP,inanim,mit,ambiguous,abstract_obj,event(action),,,(part of) piece of art
begeistern,NZZ_1993_01_09_a106_seg1_s6,30,"Zum grossen Erfolg wesentlich beigetragen hat Emil Steinberger , der hier zum erstenmal eine Rolle als Schauspieler übernahm und mit seiner hervorragenden Darstellung eines sympathischen Schweizer Einbürgerungsbeamten das Publikum begeisterte .",X-STM_V_Y-EXP,anim,mit,,human,event(action),,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_01_12_a92_seg2_s5,35,Seit dem Rücktritt vom Amateursport im Sommer 1988 ist die Doppel-Olympiasiegerin von 1984 und 1988 in verschiedenen fremden und eigenen Shows überwiegend in den USA aufgetreten und hat dabei das Publikum mit ihrem Charme begeistert und selber sehr gut verdient .,X-STM_V_Y-EXP,anim,mit,,human,property,,det_coref_subj,
begeistern,NZZ_1993_01_14_a212_seg2_s3,14,"Im dritten - und wahrscheinlich letzten - Auftritt in Miller ' s Studio begeisterten der Kontrabassist Mark Dresser , der Geiger Mark Feldman und ihr neuer Kollege einmal mehr mit ihrem selbst entwickelten Genre , einer Musik zwischen Jazz , Rock und Klassik , zwischen Improvisation und Komposition , zwischen tränentreibender Komik und faszinierender Dramatik .",X-STM_V,anim,mit,STM_coordination,human,abstract_obj,,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_01_16_a104_seg2_s5,17,"Dmitrenkos Kür hatte zwar nicht den Ausdruck , mit dem Candeloro und Millot das finnische Publikum begeisterten .",X-STM_V_Y-EXP,anim,mit,"ungrammatical, STM_coordination",human,abstract_obj,property,,(part of) piece of art
begeistern,NZZ_1993_01_20_a119_seg2_s10,18,"Vor allem auch die beiden Ausländer , Prjachin und Sherven ( als Center der dritten Sturmformation ) begeisterten die Menge im Hallenstadion - erstmals in dieser Saison weniger als 7000 Zuschauer - mit effizienten Zuspielen und etlichen « Einlagen » .",X-STM_V_Y-EXP,anim,mit,,human,event(action)/event(action),,,
begeistern,NZZ_1993_02_12_a101_seg1_s6,21,Frida Bünzli und die Abenteuer des Odysseus Frida Bünzli weiss seit einigen Jahren jung und alt mit ihren Comics zu begeistern .,X-STM_V_Y-EXP,anim,mit,metonymic_EXP,human,"concrete_obj,abstract_obj",,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_02_25_a196_seg3_s3,17,"Der Cantautore , dessen Karriere vor 20 Jahren im legendären römischen « Folkstudio » begann , begeisterte mit einer gelungenen Mischung aus Bewährtem ( Alice , Viva l ' Italia ) und neuen « canzoni d ' amore » , nicht ohne während seiner Instrumentenwechsel ( Gitarre , Piano ) mit dem naturgemäss überwiegend italienischsprachigen Publikum über das « Liedermacher-Dilemma » oder das « Intrigen-Festival San Remo » zu plaudern .",X-STM_V,anim,mit,,human,abstract_obj,,,(part of) piece of art
begeistern,NZZ_1993_02_26_a87_seg8_s4,19,"Auch der Argentinier Eliseo Subiela , der vor zwei Jahren mit seinen « Letzten Bildern vom Schiffbruch » begeisterte , hat mit « Die dunkle Seite des Herzens » ( El lado oscuro del corazón ) die dem standardisierten Gefühlskino zugrundeliegende Mann-Frau-Beziehung mit viel Phantasie und Bildkraft zu einem ironischen Totentanz der Liebe aufbereitet .",X-STM_V,anim,mit,,human,abstract_obj,,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_03_12_a124_seg3_s2,24,"Fast eine Minute lang tanzte und schritt Browning als Rick aus dem Film « Casablanca » übers Eis , mimte Humphrey Bogart und begeisterte mit diesem showmässig aufgebauten Mittelteil gleichermassen Publikum und Preisrichter .",X-STM_V_Y-EXP,anim,mit,EXP_coordination,human,"event(action),abstract_obj",,,(part of) piece of art
begeistern,NZZ_1993_03_13_a117_seg2_s5,2,Sie begeisterte das Publikum mit einer Mischung aus explosiver Sprungkraft und tänzerischer Begabung und liegt gar vor der Europameisterin Surya Bonaly .,X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,property,,(part of) piece of art
begeistern,NZZ_1993_03_13_a138_seg2_s25,26,"Die Jury zeichnet damit die Formation um Dodo Hug aus : Dodo Hug , Gina Günthard , Marc Hänsenberger , Andrei Togni und Bruno Brandenberger begeistern nicht zuletzt wegen ihrer überschäumenden Sinnes- und Sangeslust .",X-STM_V,anim,wegen,STM_coordination,human,property/property,,det_coref_subj,
begeistern,NZZ_1993_03_19_a189_seg2_s10,21,"Aus dem Ensemble des Moskauer Staatszirkus stammen auch die Charkow Brothers aus Estland , die mit ihrer Handstand- und Kautschuk-Akrobatik begeistern , und in derselben Schule gross geworden sind wie der kleine russische Clown Jigalow und der auf ihn herunterblickende Kolomiets , ein in jeder Beziehung höchst ungleiches Paar .",X-STM_V,anim,mit,,human,event(action)/event(action),,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_03_24_a45_seg3_s5,32,"Es steht indessen ausser Zweifel , dass für einen unerfahrenen Dirigenten kaum etwas lehrreicher sein könnte als das Studium jener Schubert-Interpretation , mit der Végh am 22. März im Zürcher Opernhaus begeistert hat .",X-STM_V,anim,mit,EXP-indicating_adjunct,human,"abstract_obj,event(action)",,,(part of) piece of art
begeistern,NZZ_1993_03_29_a168_seg2_s5,29,"Etwas spät , wenn man bedenkt , dass er schon 1965 mit dem für seine Eltern in Amagansett , New York , errichteten Wohnhaus mit Ateliergebäude die Fachkreise begeistert hatte .",X-STM_V_Y-EXP,anim,mit,EXP_anim_proxy,human,concrete_obj,,,(part of) piece of art
begeistern,NZZ_1993_04_15_a46_seg2_s24,20,"Viele weitere Solisten , vor allem auch Stephen Jefferies in der tänzerisch aufgewerteten Rolle des dümmlichen Liebhabers Gamache , begeisterten mit zirzensischen Tanzkünsten das Londoner Publikum , das eigentlich den Ruf hat , stilkritisch anspruchsvoll zu sein .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,event(action),,(part of) piece of art
begeistern,NZZ_1993_04_21_a39_seg2_s1,21,"Mit dem « Lear » und der « Gespenstersonate » hat er das ( Zürcher ) Opernpublikum schon vor Jahren begeistert ; im vergangenen Sommer wurde er am Musikfestival Davos während zweier Wochen porträtiert ; Anfang März dieses Jahres sorgten seine « Sieben Fragmente » in einem Konzert des Tonhalle-Orchesters für Aufsehen , und am 8. Mai wird seine jüngste Oper « Das Schloss » nach dem Roman von Franz Kafka im Berner Stadttheater Premiere haben : Aribert Reimann , 1936 in Berlin geboren , gehört in der Schweiz zu den meistaufgeführten und zugleich zu den erfolgreichsten zeitgenössischen Komponisten .",X-STM_V_Y-EXP,anim,mit,,human,"event(action),abstract_obj/event(action),abstract_obj",,,(part of) piece of art
begeistern,NZZ_1993_05_10_a167_seg3_s20,20,"Mit seiner akustischen Gitarre und einer exzellenten Begleitband , die weitgehend auf die sonst übliche technische Ausrüstung verzichtete , begeisterte der Superstar sein Publikum .",X-STM_V_Y-EXP,anim,mit,ambiguous,human,concrete_obj/anim_proxy,,det_coref_subj/,
begeistern,NZZ_1993_07_03_a189_seg2_s30,23,"Da die Frauen und Männer der Tanzabteilung des Prager Konservatoriums aber sehr gut ausgebildet sind , füllen sie auch die Zwischenräume und begeisterten mit ihrer erotischen Ausstrahlung das Publikum .",X-STM_V_Y-EXP,anim,mit,,human,property,,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_07_09_a133_seg5_s7,2,"Er begeisterte kaum je durch einen Geniestreich , verschenkte aber auch kaum je fahrlässig sicher scheinende Punkte , abgesehen allenfalls von ein paar Volleys am Netz .",X-STM_V,anim,durch,,human,abstract_obj,event(action),,
begeistern,NZZ_1993_07_09_a77_seg2_s1,27,"Als Anne-Lise Grobéty 1969 , kaum zwanzigjährig , mit ihrem aussergewöhnlichen Jugendwerk « Pour mourir en février » auf Anhieb die Jury des Prix Georges Nicole begeisterte , hatte sie sich auch sogleich einen festen Platz unter den Schreibenden der Romandie erobert .",X-STM_V_Y-EXP,anim,mit,,human,abstract_obj,,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_07_13_a145_seg2_s12,23,"Natürlich durfte auch die swingende Big Band nicht fehlen , die , geleitet von Alois Wilhelm , das Publikum mit gelungenen Solodarbietungen begeisterte .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,event(action),,,(part of) piece of art
begeistern,NZZ_1993_07_22_a108_seg3_s9,2,"Ungaro begeisterte mit einer Kollektion , die für jeden Geschmack , jeden Kleiderstil und jedes Budget etwas Schönes zu bieten hat .",X-STM_V,anim,mit,,human,"abstract_obj,concrete_obj",,,(part of) piece of art
begeistern,NZZ_1993_08_09_a130_seg2_s2,28,"In mancher Beziehung erinnert die prickelnde Atmosphäre um diesen Edelklamauk an den Zirkus Aladin , der vor gut zehn Jahren mit seinem eigenwilligen Spektakel die Fans zu begeistern wusste .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,event(action),,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_08_14_a183_seg3_s6,31,"Um Männer beziehungsweise um Machos geht es auch bei der italienischen Socìetas Raffaello Sanzio , die mit ihren Schüssen aus Amletos Pistole letztes Jahr so viele Zuschauer erschreckt und trotzdem begeistert hat .",X-STM_V_Y-EXP,anim_proxy,mit,,anim_proxy,event(action),,det_coref_subj,(part of) piece of art
begeistern,NZZ_1993_08_23_a195_seg2_s4,13,Der besonders auch in der Region Zürich beliebte und erfolgreiche deutsche Zigeunergitarrist begeisterte sein Publikum mit genau der richtigen Mischung aus fetzigen Swingnummern und virtuos vorgetragener Folklore .,X-STM_V_Y-EXP,anim,mit,,human,"abstract_obj,event(action)",,,(part of) piece of art
begeistern,NZZ_1993_09_04_a191_seg3_s5,28,"Für den zweiten Meisterkurs ( 14. bis 26. November ) konnte Wladimir Krajnew gewonnen werden , der gegenwärtig das Zürcher Publikum mit einer zyklischen Aufführung der Prokofjew-Konzerte begeistert .",X-STM_V_Y-EXP,anim,mit,,human,event(action),,,(part of) piece of art
begeistern,NZZ_1993_09_16_a94_seg4_s3,27,"Kaum einer in dieser Klassemannschaft , der sich zu Überdurchschnittlichem aufgerafft , kaum einer , der die in enttäuschender Zahl erschienenen Zuschauer mit einer gerissenen Einlage begeistert hätte .",X-STM_V_Y-EXP,anim,mit,,human,"event(action),abstract_obj",,,
begeistern,NZZ_1993_09_21_a166_seg5_s5,4,Die junge Solistin begeisterte mit einer technisch wie musikalisch souveränen Leistung .,X-STM_V_Y-EXP,anim,mit,,human,event(action),,,(part of) piece of art
begeistern,NZZ_1993_09_29_a46_seg2_s11,12,"Er , der auch als Leadsänger von Rockbands unterwegs ist , begeisterte das Publikum mit einem gekonnt imitierten Mick-Jagger-Appeal .",X-STM_V_Y-EXP,anim,mit,,human,"property,event(action)",,,(part of) piece of art
begeistern,NZZ_1993_09_30_a59_seg3_s5,32,"Alberto Cupido ( Macduff ) würde seinen angenehmen Tenor bei mehr Spitzenrundung besser zur Geltung bringen , während Roberto Scandiuzzi ( Branco ) mit samtenem und doch klar konturiertem Bass uneingeschränkt begeistert .",X-STM_V,anim,mit,,human,"property,event(action)",property,no_det,"(part of) piece of art, utterance"
begeistern,NZZ_1993_10_13_a38_seg3_s8,33,"Auf einer auch für Formen anderer Stile offenen klassischen Basis fand sie eine eigene bühnenwirksame , expressiv-dekorative Bewegungssprache , in welcher sie ganz spezifisch amerikanisches Lebensgefühl auszudrücken und damit ihr Publikum zu begeistern vermochte ; am profiliertesten wohl in « Rodeo » , wo zu einer hinreissenden Tanzpartitur von Aaron Copland die für Ballett ganz ungewohnte Welt von Farmern und Cowboys den Rahmen für eine heitere « love story of the American Southwest » bildet .",X-STM_V_Y-EXP,anim,mit,pronominal_adverb,human,event(action),,,(part of) piece of art
